STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF4,FZF4_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,FZF9,FZF9_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
USW00023169,1982,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",,,1481.3,,1481.3,0,34,0,10,0,0,0,0,,0,0,0,0,23,0,0,0,221,0,110,0,2, ,,,9, ,-7.2,"0,0206, ",0," ,0,1231,+",0," ,0,1231,+",23.4," ,0,0210, ",42.8,"0,0731,+",-1.1,"0,1217",-3.3,"0,1229",,,,,,,-1.1,"0,0208",-3.9,"0,0207",-7.2,"0,0206",-7.2,"0,0206",,,1241.8,8,1241.8,0,102," ,0",80.8,X,0," ,0",18.38,0,24.93,0,11.83,0,218448,X,,,,,,,315,X,225,X,,,,,,,23.6,X,21,X
USW00023169,1983,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",,,1521.2,,1521.2,0,40,0,17,0,0,0,0,,0,0,0,0,13,0,0,0,221,0,111,0,9, ,3, ,9, ,-2.8,"0,0102,+",0," ,0,1231,+",0," ,0,1231,+",16.8," ,0,0302, ",43.3,"0,0706,+",-1.1,"0,1123",-2.2,"0,1206",,,,,,,-2.2,"0,0121",-2.2,"0,0121",,,,,,,1452.8,8,1452.8,0,123.5," ,0",84.7,X,0," ,0",18.99,0,25.23,0,12.74,0,229290,X,,,,,,,180,X,180,X,,,,,,,31.4,X,28.2,X
USW00023169,1984,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4.5,X,1678.2,,1678.2,0,34,0,17,0,1,0,0,,0,0,0,0,24,0,0,0,222,0,132,0,7, ,1, ,20, ,-6.1,"0,0118, ",0," ,0,1231,+",0,"T,0,1218, ",34.5," ,0,0728, ",44.4,"0,0706,+",0,"0,1126",-2.2,"0,1223",,,,,,,0,"0,0306",-2.2,"0,0120",-6.1,"0,0118",,,,,1203,0,1203,0,174.1," ,0",,,0,"T,0",19.12,0,25.77,0,12.48,0,233566,X,,,,,,,315,X,,,,,,,,,36.5,X,,
USW00023169,1985,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4.6,X,1781.4,,1781.4,0,19,0,3,0,0,0,0,,0,0,0,0,35,0,0,0,231,0,132,0,4, ,,,6, ,-7.8,"0,0201, ",0,"T,0,0204, ",0,"T,0,1211,+",7.6," ,0,0418, ",46.7,"0,0705, ",-2.2,"0,1113",-2.2,"0,1113",-4.4,"0,1119",,,,,-1.1,"0,0304",-3.9,"0,0207",-5.6,"0,0206",-6.7,"0,0205",,,1469.8,8,1469.8,0,32.6," ,0",,,0,"T,0",19.42,0,26.46,0,12.38,0,235024,X,220,X,,,,,225,X,,,20.6,X,,,,,30.3,X,,
USW00023169,1986,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4.6,X,1738,,1738,0,30,0,9,0,0,0,0,,0,0,0,0,16,0,0,0,251,0,122,0,8, ,1, ,9, ,-3.9,"0,0210, ",0," ,0,1231,+",0," ,0,1231,+",20.6," ,0,1118, ",43.9,"0,0804,+",0,"0,1210",,,,,,,,,-1.7,"0,0211",-3.9,"0,0210",,,,,,,1024.2,2,1024.2,0,67.8," ,0",,,0," ,0",20.28,0,27.25,0,13.3,0,226926,X,220,X,,,,,225,X,,,20.6,X,,,,,26.7,X,,
USW00023169,1987,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4.2,X,1757.5,,1757.5,0,38,0,15,0,0,0,0,,0,0,0,0,28,0,0,0,227,0,148,0,13, ,,,16, ,-5,"0,1226, ",0," ,0,1231,+",15," ,0,0225, ",21.1," ,0,0516, ",43.9,"0,0714, ",-1.7,"0,1214",-4.4,"0,1215",-4.4,"0,1215",,,,,0,"0,0228",-2.2,"0,0122",,,,,,,1285.7,7,1285.7,0,168," ,0",,,15," ,0",19.39,0,26.34,0,12.44,0,216273,X,230,X,,,,,225,X,,,19.2,X,,,,,30.3,X,,
USW00023169,1988,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4.6,X,1816.8,,1816.8,0,19,0,7,0,0,0,0,,0,0,0,0,24,0,0,0,246,0,139,0,4, ,,,14, ,-7.2,"0,1227, ",0," ,0,1231,+",0,"T,0,1225,+",14.7," ,0,0117, ",44.4,"0,0717, ",-1.7,"0,1120",-3.3,"0,1222",-7.2,"0,1227",-7.2,"0,1227",,,0,"0,0206",-3.9,"0,0120",-4.4,"0,0101",,,,,1336.5,5,1336.5,0,58.3," ,0",,,0,"T,0",19.9,0,27.25,0,12.54,0,231976,X,220,X,,,,,270,X,,,22.4,X,,,,,30.8,X,,
USW00023169,1989,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4.9,X,1906.1,,1906.1,0,11,0,3,0,0,0,0,,0,0,0,0,35,0,0,0,263,0,147,0,3, ,1, ,6, ,-8.9,"0,0207, ",0," ,0,1231,+",8," ,0,0208, ",19.3," ,0,0808, ",46.1,"0,0719,+",-1.1,"0,1129",-4.4,"0,1212",-4.4,"0,1212",,,,,-0.6,"0,0216",-2.2,"0,0213",-8.9,"0,0207",-8.9,"0,0207",-8.9,"0,0207",1187.6,6,1187.6,0,53.6," ,0",,,8," ,0",20.33,0,27.7,0,12.97,0,245537,X,230,X,,,,,135,X,,,22.8,X,,,,,40.1,X,,
USW00023169,1990,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4.5,X,1809.7,,1809.7,0,22,0,10,0,0,0,0,,1,0,0,0,44,0,0,0,251,0,126,0,3, ,,,13, ,-11.7,"0,1223, ",0,"T,0,0219, ",36," ,0,0219, ",20.8," ,0,0610, ",44.4,"0,0701, ",-0.6,"0,1127",-2.2,"0,1128",-6.7,"0,1221",-6.7,"0,1221",-11.1,"0,1222",0,"0,0313",-3.3,"0,0216",-6.1,"0,0104",,,,,1161.5,5,1161.5,0,95.2," ,0",,,36," ,0",19.66,0,26.7,0,12.62,0,233275,X,210,X,,,,,225,X,,,17,X,,,,,24.2,X,,
USW00023169,1991,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4,X,1688.7,,1688.7,0,31,0,13,0,0,0,0,,0,0,0,0,16,0,0,0,237,0,143,0,3, ,1, ,7, ,-5.6,"0,0101, ",0," ,0,1231,+",0," ,0,1231,+",18.8," ,0,0810, ",44.4,"0,0705,+",-1.1,"0,1202",,,,,,,,,-0.6,"0,0316",-3.3,"0,0131",-5,"0,0102",,,,,1348,0,1348,0,103.5," ,0",,,0," ,0",19.47,0,26.32,0,12.61,0,234653,X,320,X,,,,,315,X,,,23.7,X,,,,,32.4,X,,
USW00023169,1992,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.9,X,1888,,1888,0,41,0,21,0,2,0,0,,0,0,0,0,20,0,0,0,234,0,143,0,13, ,3, ,13, ,-3.3,"0,1221,+",0," ,0,1231,+",0,"T,0,1217,+",30.5," ,0,0327, ",43.9,"0,0819,+",-1.7,"0,1126",-3.3,"0,1220",,,,,,,0,"0,0124",,,,,,,,,1174.1,1,1174.1,0,251.1," ,0",,,0,"T,0",20.1,0,26.46,0,13.74,0,232781,X,110,X,,,,,180,X,,,17.9,X,,,,,24.7,X,,
USW00023169,1993,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4.1,X,1760.7,,1760.7,0,36,0,14,0,1,0,0,,0,0,0,0,20,0,0,0,238,0,137,0,10, ,3, ,8, ,-3.9,"0,1126, ",0," ,0,1231,+",0," ,0,1231,+",32.8," ,0,0208, ",45.6,"0,0802, ",0,"0,1124",-3.9,"0,1126",,,,,,,-0.6,"0,0124",-3.3,"0,0104",,,,,,,1260,0,1260,0,128.8," ,0",,,0," ,0",19.69,0,26.3,0,13.09,0,233430,X,230,X,,,,,225,X,,,17,X,,,,,23.1,X,,
USW00023169,1994,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4.3,X,2043.6,,2043.6,0,20,0,10,0,0,0,0,,0,0,0,0,22,0,0,0,238,0,143,0,3, ,,,8, ,-2.8,"0,1209,+",0," ,0,1231,+",0,"T,0,1118, ",16.8," ,0,1225, ",46.1,"0,0630,+",-0.6,"0,1120",-2.8,"0,1209",,,,,,,0,"0,0223",-2.8,"0,0201",,,,,,,1187.2,2,1187.2,0,64.9," ,0",,,0,"T,0",20.56,0,27.14,0,13.99,0,,,20,X,,,,,45,X,,,19.7,X,,,,,31.9,X,,
USW00023169,1995,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4,X,1793.9,,1793.9,0,31,0,9,0,0,0,0,,0,0,0,0,9,0,0,0,253,0,117,0,6, ,,,8, ,-3.3,"0,1222, ",0," ,0,1231,+",0,"T,0,0115, ",18.8," ,0,0104, ",46.1,"0,0729, ",0,"0,1219",-3.3,"0,1222",,,,,,,,,,,,,,,,,1180.9,9,1180.9,0,94," ,0",,,0,"T,0",20.55,0,27.12,0,13.98,0,,,,,,,,,,,,,,,,,,,,,,
USW00023169,1996,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",,,1978.2,,1978.2,0,21,0,8,0,0,0,0,,0,0,0,0,15,0,0,0,244,0,144,0,10, ,,,9, ,-3.3,"0,0227, ",0," ,0,1231,+",0,"T,0,0226, ",20.1," ,0,0728, ",45,"0,0724, ",-0.6,"0,1203",-2.8,"0,1218",,,,,,,-3.3,"0,0227",-3.3,"0,0227",,,,,,,946.8,8,946.8,0,70.2," ,0",,,0,"T,0",20.75,0,27.35,0,14.16,0,,,,,0,X,220,X,,,,,,,44.3,X,24.6,X,,,,
USW00023169,1997,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4,X,1891.7,,1891.7,0,22,0,9,0,0,0,0,,0,0,0,0,10,0,0,0,235,0,139,0,8, ,,,14, ,-3.9,"0,1227, ",0," ,0,1231,+",0,"T,0,0115, ",18," ,0,0925, ",43.3,"0,0716, ",-2.8,"0,1212",-2.8,"0,1212",,,,,,,0,"0,0209",,,,,,,,,1144.3,3,1144.3,0,92.3," ,0",,,0,"T,0",20.34,0,26.56,0,14.11,0,,,,,0,X,260,X,,,,,,,44.3,X,25.5,X,,,,
USW00023169,1998,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4,X,1611.1,,1611.1,0,49,0,22,0,0,0,0,,1,0,0,0,14,0,0,0,210,0,102,0,24, ,1, ,23, ,-6.7,"0,1222, ",0," ,0,1231,+",25," ,0,1206, ",15.7," ,0,0217, ",46.7,"0,0716, ",0,"0,1206",-2.8,"0,1221",-6.7,"0,1222",-6.7,"0,1222",,,0,"0,0109",,,,,,,,,1298.8,8,1298.8,0,187," ,0",,,25," ,0",19.18,0,25.28,0,13.09,0,,,,,330,X,160,X,,,,,,,21,X,27.3,X,,,,
USW00023169,1999,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.9,X,1760.9,,1760.9,0,22,0,9,0,1,0,0,,0,0,0,0,5,0,0,0,245,0,134,0,8, ,1, ,10, ,-1.7,"0,0212, ",0," ,0,1231,+",0," ,0,1231,+",32.8," ,0,0708, ",44.4,"0,0701,+",-0.6,"0,1205",,,,,,,,,-1.7,"0,0212",,,,,,,,,1129.5,5,1129.5,0,94.9," ,0",,,0," ,0",20.27,0,26.72,0,13.83,0,,,,,230,X,330,X,,,,,,,20.6,X,25,X,,,,
USW00023169,2000,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.9,X,2053.3,,2053.3,0,21,0,10,0,0,0,0,,0,0,0,0,9,0,0,0,221,0,141,0,12, ,,,11, ,-1.7,"0,0108, ",0," ,0,1231,+",0," ,0,1231,+",19.6," ,0,0221, ",45,"0,0615, ",0,"0,1117",,,,,,,,,0,"0,0129",,,,,,,,,935,0,935,0,88.1," ,0",,,0," ,0",20.9,0,27.04,0,14.76,0,,,,,220,X,260,X,,,,,,,25,X,28.6,X,,,,
USW00023169,2001,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.6,X,2133.3,,2133.3,0,22,0,13,0,0,0,0,,0,0,0,0,9,0,0,0,239,0,151,0,16, ,,,17, ,-2.2,"0,1225, ",0," ,0,1231,+",0,"T,0,0208, ",16.5," ,0,0227, ",45,"0,0702, ",0,"0,1209",-2.2,"0,1225",,,,,,,-0.6,"0,0209",,,,,,,,,1286.6,6,1286.6,0,100.1," ,0",,,0,"T,0",20.88,0,27.03,0,14.72,0,,,,,330,X,330,W,,,,,,,20.6,X,24.6,W,,,,
USW00023169,2002,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.2,X,1991.7,,1991.7,0,12,0,6,0,0,0,0,,0,0,0,0,22,0,0,0,240,0,133,0,4, ,,,9, ,-5,"0,0131, ",0," ,0,1231,+",0,"T,0,0129, ",13.2," ,0,0717, ",45,"0,0713, ",0,"0,1219",,,,,,,,,-0.6,"0,0304",-2.2,"0,0202",-5,"0,0131",,,,,1179.7,7,1179.7,0,36.7," ,0",,,0,"T,0",20.49,0,26.92,0,14.05,0,,,,,240,X,240,X,,,,,,,19.7,X,26.4,X,,,,
USW00023169,2003,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.1,X,2105.3,,2105.3,0,33,0,20,0,0,0,1,,1,0,0,0,8,0,0,0,228,0,147,0,14, ,,,19, ,-1.7,"0,1228, ",25," ,0,1230, ",33," ,0,1230, ",19.6," ,0,0225, ",46.1,"0,0711, ",0,"0,1216",,,,,,,,,0,"0,0209",,,,,,,,,1035.6,6,1035.6,0,174.6," ,0",,,33," ,0",21.07,0,26.98,0,15.17,0,,,,,310,X,320,X,,,,,,,19.2,X,22.8,X,,,,
USW00023169,2004,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.3,X,2043.1,,2043.1,0,30,0,17,0,1,0,0,,0,0,0,0,8,0,0,0,231,0,139,0,15, ,,,15, ,-1.1,"0,1224,+",0," ,0,1231,+",0,"T,0,0816,+",28.7," ,0,1229, ",44.4,"0,0811,+",-1.1,"0,1130",,,,,,,,,-1.1,"0,0213",,,,,,,,,1127.6,6,1127.6,0,197.2," ,0",,,0,"T,0",20.79,0,26.6,0,14.99,0,,,,,340,X,220,X,,,,,,,16.5,X,102.4,X,,,,
USW00023169,2005,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.1,X,1952.9,,1952.9,0,34,0,17,0,0,0,0,,0,0,0,0,2,0,0,0,242,0,129,0,15, ,1, ,17, ,-1.1,"0,1217,+",0," ,0,1231,+",0,"T,0,0107, ",23.9," ,0,1018, ",47.2,"0,0719, ",-1.1,"0,1216",,,,,,,,,,,,,,,,,,,1055.7,7,1055.7,0,187.5," ,0",,,0,"T,0",21.1,0,26.73,0,15.48,0,,,,,30,X,240,X,,,,,,,19.2,X,23.2,X,,,,
USW00023169,2006,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.2,W,2048.9,,2048.9,0,19,0,6,0,0,0,0,,0,0,0,0,7,0,0,0,237,0,136,0,3, ,,,19, ,-1.1,"0,1130, ",0," ,0,1231,+",0,"T,0,1222,+",9.9," ,0,1014, ",45,"0,0715, ",-1.1,"0,1130",,,,,,,,,0,"0,0121",,,,,,,,,1002.1,1,1002.1,0,43.2," ,0",,,0,"T,0",20.98,0,26.92,0,15.05,0,,,,,70,X,240,X,,,,,,,17.9,X,21.9,X,,,,
USW00023169,2007,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.2,W,2232.1,,2232.1,0,14,0,7,0,0,0,0,,0,0,0,0,16,0,0,0,262,0,138,0,4, ,,,11, ,-5,"0,0114, ",0," ,0,1231,+",0,"T,0,0228, ",15.2," ,0,1130, ",46.7,"0,0705, ",0,"0,1215",,,,,,,,,-0.6,"0,0120",-2.2,"0,0117",-5,"0,0114",,,,,1005.4,4,1005.4,0,69.3," ,0",,,0,"T,0",21.65,0,27.65,0,15.64,0,,,,,340,X,340,X,,,,,,,18.3,X,27.7,X,,,,
USW00023169,2008,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.1,W,2068.1,,2068.1,0,21,0,7,0,0,0,2,,1,0,0,0,11,0,0,0,252,0,137,0,19, ,1, ,14, ,-2.2,"0,1227,+",76," ,0,1218, ",91," ,0,1217, ",18.5," ,0,1217, ",43.9,"0,0708,+",0,"0,1217",-2.2,"0,1227",,,,,,,-1.1,"0,0131",-2.2,"0,0117",,,,,,,1064.3,3,1064.3,0,67.3," ,0",,,91," ,0",21.1,0,27.06,0,15.15,0,,,,,350,X,340,X,,,,,,,23.7,X,29.9,X,,,,
USW00023169,2009,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3,W,2081.1,,2081.1,0,18,0,5,0,0,0,0,,0,0,0,0,7,0,0,0,241,0,144,0,11, ,1, ,14, ,-1.7,"0,0106,+",0," ,0,1231,+",0," ,0,1231,+",14.7," ,0,0207, ",45,"0,0718, ",-1.1,"0,1204",,,,,,,,,-1.7,"0,0106",,,,,,,,,1010.2,2,1010.2,0,40.5," ,0",,,0," ,0",21.05,0,26.97,0,15.13,0,,,,,340,X,340,X,,,,,,,21,X,27.3,X,,,,
USW00023169,2010,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4.1,W,1999.7,,1999.7,0,31,0,16,0,1,0,0,,0,0,0,0,4,0,0,0,226,0,126,0,18, ,,,13, ,-1.1,"0,1231,+",0," ,0,1231,+",0," ,0,1231,+",25.7," ,0,1222, ",45,"0,0718,+",-1.1,"0,1126",,,,,,,,,,,,,,,,,,,1140.7,7,1140.7,0,150.4," ,0",,,0," ,0",20.81,0,26.43,0,15.2,0,,,,,230,X,230,X,,,,,,,20.1,X,28.2,X,,,,
USW00023169,2011,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4.1,W,1938.8,,1938.8,X,24,X,5,X,0,X,0,,0,X,0,X,11,X,0,X,231,X,130,X,5, ,,,19, ,-3.3,"X,0203,+",0," ,X,1231,+",0,"T,X,0103,+",18.8," ,X,0703, ",44.4,"X,0824, ",0,"X,1204",-2.2,"X,1206",,,,,,,-3.3,"X,0203",-3.3,"X,0203",,,,,,,1055.5,5,1055.5,X,59.7," ,X",,,0,"T,X",20.42,X,26.43,X,14.4,X,,,,,340,X,220,X,,,,,,,20.1,X,26.4,X,,,,
USW00023169,2012,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4,X,2212.9,,2212.9,X,17,X,9,X,2,X,0,,0,X,0,X,3,X,0,X,252,X,147,X,3, ,,,25, ,-1.1,"X,1220, ",0," ,X,1231,+",0,"T,X,1226,+",41.9," ,X,0822, ",45.6,"X,0711,+",-1.1,"X,1220",,,,,,,,,,,,,,,,,,,1074.6,6,1074.6,X,135.2," ,X",,,0,"T,X",21.78,X,27.74,X,15.82,X,,,,,230,X,230,X,,,,,,,19.7,X,28.2,X,,,,
USW00023169,2013,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.8,W,2060.8,,2060.8,W,24,W,8,W,0,W,0,,0,W,0,W,19,W,0,W,242,W,132,W,5, ,2, ,17, ,-5,"W,0115,+",0," ,W,1231,+",0,"T,W,0128, ",22.9," ,W,1121, ",47.2,"W,0630, ",-1.6,"W,1205",-3.2,"W,1210",,,,,,,-1.1,"X,0116",-5,"X,0115",-5,"X,0115",,,,,994.4,4,994.4,W,75.6," ,W",,,0,"T,W",21.01,W,26.94,W,15.07,W,,,,,30,W,40,W,,,,,,,19.2,W,24.1,W,,,,
USW00023169,2014,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",4,W,2173,,2173,W,19,W,5,W,0,W,0,,0,W,0,W,2,W,0,W,265,W,143,W,6, ,1, ,19, ,-1,"W,1229, ",0," ,W,1231,+",0,"T,W,1231, ",8.1," ,W,0926, ",44.4,"W,0723,+",-1,"W,1229",,,,,,,,,,,,,,,,,,,858.5,5,858.5,W,46.2," ,W",,,0,"T,W",22.2,W,28.14,W,16.27,W,,,,,210,W,210,W,,,,,,,17.4,W,23.7,W,,,,
USW00023169,2015,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.6,W,2230.5,,2230.5,W,36,W,14,W,0,W,0,,0,W,0,W,10,W,0,W,265,W,142,W,8, ,,,27, ,-1.6,"W,1227,+",0," ,W,1231,+",0,"T,W,1225, ",15.7," ,W,1005, ",45,"W,0627,+",0,"W,1129",,,,,,,,,-0.5,"W,0103",,,,,,,,,698.2,2,698.2,W,114.8," ,W",,,0,"T,W",22.09,W,27.87,W,16.31,W,,,,,330,W,320,W,,,,,,,17.4,W,24.6,W,,,,
USW00023169,2016,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.1,W,2191,,2191,W,29,W,11,W,0,W,0,,0,W,0,W,8,W,0,W,268,W,132,W,9, ,,,24, ,-2.7,"W,0101, ",0," ,W,1231,+",0," ,W,1231,+",23.6," ,W,0430, ",46.1,"W,0728,+",-1,"W,1218",,,,,,,,,-1,"W,0203",-2.7,"W,0101",,,,,,,962.6,6,962.6,W,121.4," ,W",,,0," ,W",21.97,W,27.83,W,16.12,W,,,,,250,W,250,W,,,,,,,21.5,W,25,W,,,,
USW00023169,2017,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.2,W,2215.2,,2215.2,W,21,W,6,W,0,W,0,,0,W,0,W,0,W,0,W,269,W,131,W,5, ,,,24, ,0.6,"W,1222,+",0," ,W,1231,+",0," ,W,1231,+",12.2," ,W,0122, ",47.2,"W,0620, ",,,,,,,,,,,,,,,,,,,,,830.5,5,830.5,W,60.7," ,W",,,0," ,W",22.39,W,28.26,W,16.53,W,,,,,40,W,310,W,,,,,,,20.6,W,26.8,W,,,,
USW00023169,2018,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.1,W,2336.2,,2336.2,W,20,W,8,W,1,W,0,,0,W,0,W,1,W,0,W,244,W,150,W,9, ,,,23, ,-0.5,"W,0224, ",0," ,W,1231,+",0," ,W,1231,+",33.8," ,W,0109, ",46.1,"W,0725, ",,,,,,,,,,,-0.5,"W,0224",,,,,,,,,745.7,7,745.7,W,86.2," ,W",,,0," ,W",22.3,W,28.1,W,16.51,W,,,,,60,W,60,W,,,,,,,26.8,W,30.4,W,,,,
USW00023169,2019,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",3.1,W,1997.7,,1997.7,W,36,W,19,W,1,W,0,,0,W,0,W,6,W,0,W,242,W,126,W,21, ,,,12, ,-2.1,"W,0102, ",0," ,W,1231,+",13," ,W,0220, ",28.2," ,W,0214, ",45,"W,0805, ",0,"W,1217",,,,,,,,,0,"W,0223",,,,,,,,,1020.7,7,1020.7,W,174.9," ,W",,,21," ,W",20.83,W,26.48,W,15.17,W,,,,,10,W,20,W,,,,,,,17.4,W,23.3,W,,,,
USW00023169,2020,36.0719,-115.1634,664.5,"MCCARRAN INTERNATIONAL AIRPORT, NV US",,,,,,,,,,,,,,,,,,,,,,,,,,,5, ,,,9, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.5,5,994.5,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
