STATION,DATE,MONTH,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG ADJ,,,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
USW00024127,1972-04,4,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,0,0,0,",0",11,",0",6,",0",0,",0",3,",0",2,",0",0,",0",10,",0",0,",0",5,",0",0,",0",1,,,,1,,-2.2,",0,30,",102,",,0,14,",201,",,0,13,",24.9,",,0,13,",25,",0,24,",3169.9,0,,,,,281.5,",0",,,,,,,,,,,,,,,,,,,,,91.9,",,,0",62.5,",X",382,",,,0",8.95,-0.61,,,",0",15.67,",,,0",2.23,",,,0",15054,",X",,,,,,,180,",X",135,",X",,,,,,,21.1,",X",17,",X"
USW00024127,1972-05,5,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,18,0,18,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",2,",0",0,",0",23,",0",1,",0",,,,,3,,-2.2,",0,01,",0,",,0,31,+",0,",,0,31,+",2,",,0,07,",32.8,",0,31,",3265.8,0,,,,,95.9,",0",,,,,,,,,,,,,,,,,,,,,3.5,",,,0",80.5,",X",0,",,,0",15.82,0.99,,,",0",24.19,",,,0",7.45,",,,0",21696,",X",,,,,,,45,",X",45,",X",,,,,,,21.6,",X",15.6,",X"
USW00024127,1972-06,6,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,133.2,0,115.2,",0",7,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",8,",0",,,,,10,,8.9,",0,19,",0,",,0,30,+",0,",,0,30,+",1.5,",,0,03,",36.1,",0,30,",3266.9,0,,,,,1.1,",0",,,,,,,,,,,,,,,,,,,,,4,",,,0",76.8,",X",0,",,,0",22.14,2.54,,,",0",29.68,",,,0",14.6,",,,0",20766,",X",,,,,,,225,",X",360,",X",,,,,,,22.1,",X",16.5,",X"
USW00024127,1972-07,7,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,342.4,0,209.2,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",27,",0",,,,,4,,11.1,",0,21,",0,",,0,31,+",0,",,0,31,+",1.3,",,0,20,",40,",0,29,",0,0,,,,,0,",0",,,,,,,,,,,,,,,,,,,,,1.6,",,,0",89.3,",X",0,",,,0",25.08,0.05,,,",0",34.05,",,,0",16.11,",,,0",24516,",X",,,,,,,180,",X",135,",X",,,,,,,18.5,",X",14.3,",X"
USW00024127,1972-08,8,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,528.1,0,185.7,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",20,",0",,,,,9,,8.9,",0,24,",0,",,0,31,+",0,",,0,31,+",2.5,",,0,14,",38.9,",0,11,+",0.3,0,,,,,0.3,",0",,,,,,,,,,,,,,,,,,,,,5.4,",,,0",84.6,",X",0,",,,0",24.31,0.51,,,",0",32.98,",,,0",15.65,",,,0",21726,",X",,,,,,,225,",X",180,",X",,,,,,,21.1,",X",16.5,",X"
USW00024127,1972-09,9,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,573.6,0,45.5,",0",6,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",23,",0",0,",0",,,,,4,,2.8,",0,25,",0,",,0,30,+",0,",,0,30,+",15,",,0,05,",31.7,",0,17,",63.8,0,,,,,63.5,",0",,,,,,,,,,,,,,,,,,,,,34.6,",,,0",78.6,",X",0,",,,0",17.73,-0.65,,,",0",25.12,",,,0",10.34,",,,0",17658,",X",,,,,,,315,",X",315,",X",,,,,,,31.9,",X",24.6,",X"
USW00024127,1972-10,10,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,573.6,0,0,",0",12,",0",9,",0",0,",0",2,",0",2,",0",0,",0",4,",0",0,",0",14,",0",0,",0",1,,,,6,,-4.4,",0,31,",51,",,0,30,",89,",,0,29,",13.2,",,0,23,",26.1,",0,03,",261.2,0,,,,,197.4,",0",,,,,,,,,,,,,,,,,,,,,69.7,",,,0",55.4,",X",153,",,,0",11.97,0.44,,,",0",17.49,",,,0",6.44,",,,0",11496,",X",,,,,,,315,",X",180,",X",,,,,,,20.6,",X",15.6,",X"
USW00024127,1972-11,11,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,573.6,0,0,",0",10,",0",4,",0",0,",0",1,",0",0,",0",0,",0",12,",0",0,",0",0,",0",0,",0",3,,1,,1,,-6.7,",0,29,",25,",,0,29,",20,",,0,28,",18,",,0,05,",16.7,",0,04,",687.8,0,,,,,426.6,",0",,,,,,,,,,,,,,,,,,,,,34.4,",,,0",25.1,",X",28,",,,0",4.11,-0.01,,,",0",8.22,",,,0",0,",,,0",4524,",X",,,,,,,180,",X",180,",X",,,,,,,18.5,",X",13.9,",X"
USW00024127,1972-12,12,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,573.6,0,0,",0",14,",0",8,",0",1,",0",22,",0",8,",0",9,",0",25,",0",16,",0",0,",0",0,",0",15,,7,,,,-26.1,",0,15,",356,",,0,30,",320,",,0,28,",30.7,",,0,28,",13.3,",0,02,",1416.6,0,,,,,728.8,",0",,,,,,,,,,,,,,,,,,,,,81.7,",,,0",35.9,",X",894,",,,0",-5.18,-4.09,,,",0",-0.05,",,,0",-10.3,",,,0",6216,",X",,,,,,,135,",X",135,",X",,,,,,,20,",X",16.1,",X"
USW00024127,1973-01,1,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,0,0,0,",0",11,",0",5,",0",0,",0",31,",0",6,",0",7,",0",29,",0",23,",0",0,",0",0,",0",26,,11,,,,-25,",0,04,",254,",,0,04,",191,",,0,19,",15.5,",,0,19,",7.2,",0,16,",2199,0,,,,,782.4,",0",,,,,,,,,,,,,,,,,,,,,38,",,,0",44.2,",X",533,",,,0",-6.91,-4.52,,,",0",-1.59,",,,0",-12.22,",,,0",7896,",X",,,,,,,180,",X",180,",X",,,,,,,16.4,",X",12.5,",X"
USW00024127,1973-02,2,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,0,0,0,",0",8,",0",3,",0",0,",0",19,",0",1,",0",1,",0",23,",0",3,",0",0,",0",0,",0",13,,10,,1,,-18.3,",0,02,",127,",,0,01,",30,",,0,12,",8.1,",,0,10,",13.3,",0,26,",2707.3,0,,,,,508.3,",0",,,,,,,,,,,,,,,,,,,,,23.2,",,,0",52.4,",X",91,",,,0",0.18,-0.42,,,",0",5,",,,0",-4.65,",,,0",9456,",X",,,,,,,135,",X",180,",X",,,,,,,13.9,",X",11.6,",X"
USW00024127,1973-03,3,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,0,0,0,",0",15,",0",9,",0",0,",0",4,",0",4,",0",0,",0",13,",0",0,",0",0,",0",0,",0",1,,,,,,-2.8,",0,03,",102,",,0,14,",208,",,0,13,",19.6,",,0,13,",17.2,",0,20,",3107.2,0,,,,,399.9,",0",,,,,,,,,,,,,,,,,,,,,67.9,",,,0",51.9,",X",450,",,,0",5.43,1.21,,,",0",10.08,",,,0",0.79,",,,0",11574,",X",,,,,,,180,",X",180,",X",,,,,,,18.5,",X",15.2,",X"
USW00024127,1973-04,4,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,0,0,0,",0",11,",0",5,",0",0,",0",0,",0",1,",0",0,",0",5,",0",0,",0",2,",0",0,",0",2,,,,4,,-3.9,",0,08,",0,",T,0,19,+",43,",,0,01,",8.9,",,0,28,+",25,",0,27,",3397.2,0,,,,,290,",0",,,,,,,,,,,,,,,,,,,,,41.8,",,,0",60.2,",X",67,",,,0",8.67,-0.89,,,",0",14.53,",,,0",2.8,",,,0",14418,",X",,,,,,,225,",X",270,",X",,,,,,,22.6,",X",17,",X"
USW00024127,1973-05,5,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,18.8,0,18.8,",0",7,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",23,",0",1,",0",,,,,6,,1.1,",0,02,",0,",,0,31,+",0,",,0,31,+",32.3,",,0,25,",32.2,",0,18,",3474.7,0,,,,,77.5,",0",,,,,,,,,,,,,,,,,,,,,44.3,",,,0",79.7,",X",0,",,,0",16.44,1.61,,,",0",23.99,",,,0",8.89,",,,0",21456,",X",,,,,,,315,",X",315,",X",,,,,,,19,",X",14.8,",X"
USW00024127,1973-06,6,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,143.3,0,124.5,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",15,",0",,,,,1,,4.4,",0,19,",0,",,0,30,+",0,",,0,30,+",3.8,",,0,14,",38.3,",0,09,",3513.2,0,,,,,38.5,",0",,,,,,,,,,,,,,,,,,,,,4.9,",,,0",82.6,",X",0,",,,0",21.2,1.60,,,",0",29.41,",,,0",12.99,",,,0",22380,",X",,,,,,,315,",X",315,",X",,,,,,,20,",X",15.2,",X"
USW00024127,1973-07,7,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,343.7,0,200.4,",0",7,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",20,",0",,,,,13,,10,",0,23,",0,",,0,31,+",0,",,0,31,+",8.4,",,0,19,",40,",0,10,+",0.6,0,,,,,0.6,",0",,,,,,,,,,,,,,,,,,,,,27.3,",,,0",81.2,",X",0,",,,0",24.78,-0.25,,,",0",33.11,",,,0",16.45,",,,0",22440,",X",,,,,,,270,",X",270,",X",,,,,,,28.8,",X",18.8,",X"
USW00024127,1973-08,8,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,542.6,0,198.9,",0",7,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",22,",0",,,,,9,,10.6,",0,28,",0,",,0,31,+",0,",,0,31,+",11.4,",,0,17,",37.8,",0,13,",0.6,0,,,,,0,",0",,,,,,,,,,,,,,,,,,,,,29.5,",,,0",86.4,",X",0,",,,0",24.75,0.95,,,",0",32.99,",,,0",16.5,",,,0",22110,",X",,,,,,,225,",X",135,",X",,,,,,,23.1,",X",15.2,",X"
USW00024127,1973-09,9,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,565.2,0,22.6,",0",10,",0",6,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",19,",0",0,",0",,,,,7,,5.6,",0,27,+",0,",,0,30,+",0,",,0,30,+",34.8,",,0,01,",31.1,",0,06,+",80.7,0,,,,,80.1,",0",,,,,,,,,,,,,,,,,,,,,103.4,",,,0",78.3,",X",0,",,,0",16.42,-1.96,,,",0",23.41,",,,0",9.42,",,,0",17532,",X",,,,,,,270,",X",315,",X",,,,,,,19,",X",14.8,",X"
USW00024127,1973-10,10,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,566.6,0,1.4,",0",4,",0",3,",0",0,",0",0,",0",1,",0",0,",0",3,",0",0,",0",15,",0",0,",0",,,,,,,-1.7,",0,30,",0,",,0,31,+",33,",,0,29,",6.1,",,0,08,",27.8,",0,01,",270,0,,,,,189.3,",0",,,,,,,,,,,,,,,,,,,,,17,",,,0",70.4,",X",33,",,,0",12.27,0.74,,,",0",19.27,",,,0",5.28,",,,0",14610,",X",,,,,,,270,",X",225,",X",,,,,,,23.6,",X",14.3,",X"
USW00024127,1973-11,11,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,566.6,0,0,",0",11,",0",7,",0",0,",0",12,",0",6,",0",0,",0",14,",0",1,",0",4,",0",0,",0",3,,1,,,,-10,",0,27,",178,",,0,27,",178,",,0,26,",20.8,",,0,18,",23.3,",0,12,",679.1,0,,,,,409.1,",0",,,,,,,,,,,,,,,,,,,,,64,",,,0",48.5,",X",496,",,,0",4.7,0.58,,,",0",9.83,",,,0",-0.44,",,,0",8622,",X",,,,,,,315,",X",315,",X",,,,,,,24.7,",X",18.8,",X"
USW00024127,1973-12,12,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,566.6,0,0,",0",13,",0",8,",0",0,",0",11,",0",7,",0",0,",0",29,",0",2,",0",0,",0",0,",0",12,,,,,,-15.6,",0,31,",102,",,0,02,",124,",,0,30,",10.9,",,0,01,",16.1,",0,01,",1224.6,0,,,,,545.5,",0",,,,,,,,,,,,,,,,,,,,,57.4,",,,0",52.6,"1,X",497,",,,0",0.74,1.83,,,",0",5.03,",,,0",-3.56,",,,0",8838,"1,X",,,,,,,315,",X",315,",X",,,,,,,25.7,",X",16.5,",X"
USW00024127,1974-01,1,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,0,0,0,",0",12,",0",6,",0",0,",0",26,",0",5,",0",6,",0",27,",0",12,",0",0,",0",0,",0",12,,6,,,,-22.2,",0,11,",254,",,0,08,",196,",,0,07,",11.9,",,0,20,",13.3,",0,16,",1883.6,0,,,,,659,",0",,,,,,,,,,,,,,,,,,,,,45.8,",,,0",41.1,"1,X",512,",,,0",-2.92,-0.53,,,",0",1.9,",,,0",-7.75,",,,0",6984,"1,X",,,,,,,180,",X",180,",X",,,,,,,16.4,",X",12.5,",X"
USW00024127,1974-02,2,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,0,0,0,",0",7,",0",5,",0",0,",0",17,",0",5,",0",0,",0",26,",0",3,",0",0,",0",0,",0",9,,2,,,,-13.9,",0,07,+",178,",,0,07,+",157,",,0,05,",11.9,",,0,05,",14.4,",0,28,",2407,0,,,,,523.4,",0",,,,,,,,,,,,,,,,,,,,,42,",,,0",81,",X",438,",,,0",-0.36,-0.96,,,",0",5.04,",,,0",-5.76,",,,0",14550,",X",,,,,,,180,",X",180,",X",,,,,,,22.1,",X",16.1,",X"
USW00024127,1974-03,3,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,0,0,0,",0",5,",0",2,",0",0,",0",3,",0",2,",0",0,",0",10,",0",0,",0",0,",0",0,",0",,,,,2,,-8.9,",0,04,",76,",,0,04,",122,",,0,02,",14.2,",,0,02,",20.6,",0,25,+",2747.2,0,,,,,340.2,",0",,,,,,,,,,,,,,,,,,,,,24.6,",,,0",64.9,",X",170,",,,0",7.36,3.14,,,",0",13.19,",,,0",1.52,",,,0",14436,",X",,,,,,,180,",X",180,",X",,,,,,,27.8,",X",20.1,",X"
USW00024127,1974-04,4,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,0.9,0,0.9,",0",15,",0",7,",0",2,",0",7,",0",6,",0",0,",0",7,",0",0,",0",7,",0",0,",0",,,,,2,,-2.2,",0,04,",203,",,0,11,",300,",,0,10,",39.1,",,0,10,",26.7,",0,24,",3031.2,0,,,,,284,",0",,,,,,,,,,,,,,,,,,,,,116.2,",,,0",68.3,",X",672,",,,0",8.9,-0.66,,,",0",14.93,",,,0",2.86,",,,0",16494,",X",,,,,,,135,",X",315,",X",,,,,,,20.6,",X",16.1,",X"
USW00024127,1974-05,5,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,17,0,16.1,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",20,",0",1,",0",,,,,1,,2.8,",0,20,+",0,",,0,31,+",0,",T,0,20,",7.6,",,0,20,",32.8,",0,27,",3154.4,0,,,,,123.2,",0",,,,,,,,,,,,,,,,,,,,,9.9,",,,0",83.1,",X",0,",T,,0",14.88,0.05,,,",0",22.88,",,,0",6.87,",,,0",22488,",X",,,,,,,315,",X",315,",X",,,,,,,23.1,",X",17.9,",X"
USW00024127,1974-06,6,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,180,0,163,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",16,",0",,,,,2,,3.3,",0,07,",0,",,0,30,+",0,",T,0,07,",6.4,",,0,07,",38.9,",0,15,",3178.2,0,,,,,23.8,",0",,,,,,,,,,,,,,,,,,,,,7.2,",,,0",90.5,",X",0,",T,,0",22.97,3.37,,,",0",31.69,",,,0",14.26,",,,0",24534,",X",,,,,,,135,",X",135,",X",,,,,,,18,",X",14.8,",X"
USW00024127,1974-07,7,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,424,0,244,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",27,",0",,,,,6,,9.4,",0,03,",0,",,0,31,+",0,",,0,31,+",2.3,",,0,02,",38.3,",0,05,",0,0,,,,,0,",0",,,,,,,,,,,,,,,,,,,,,4.6,",,,0",88.8,",X",0,",,,0",26.2,1.17,,,",0",34.04,",,,0",18.37,",,,0",24426,",X",,,,,,,270,",X",180,",X",,,,,,,18.5,",X",13.9,",X"
USW00024127,1974-08,8,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,585,0,161,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",22,",0",,,,,1,,7.2,",0,21,",0,",,0,31,+",0,",,0,31,+",8.1,",,0,06,",36.7,",0,18,",3.1,0,,,,,3.1,",0",,,,,,,,,,,,,,,,,,,,,8.1,",,,0",93.9,"1,X",0,",,,0",23.43,-0.37,,,",0",32.08,",,,0",14.78,",,,0",23268,"1,X",,,,,,,315,",X",315,",X",,,,,,,19.5,",X",16.5,",X"
USW00024127,1974-09,9,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,642.1,0,57.1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",28,",0",4,",0",,,,,2,,3.9,",0,13,",0,",,0,30,+",0,",,0,30,+",0.8,",,0,14,",34.4,",0,09,",35.1,0,,,,,32,",0",,,,,,,,,,,,,,,,,,,,,0.8,",,,0",94.2,",X",0,",,,0",19.17,0.79,,,",0",27.89,",,,0",10.44,",,,0",20994,",X",,,,,,,315,",X",315,",X",,,,,,,16.4,",X",14.3,",X"
USW00024127,1974-10,10,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,643.5,0,1.4,",0",11,",0",8,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",10,",0",0,",0",3,,,,2,,1.1,",0,06,",0,",,0,31,+",0,",T,0,31,+",10.9,",,0,31,",30,",0,02,",214.8,0,,,,,179.7,",0",,,,,,,,,,,,,,,,,,,,,51.6,",,,0",66.8,",X",0,",T,,0",12.58,1.05,,,",0",19.21,",,,0",5.95,",,,0",13896,",X",,,,,,,225,",X",225,",X",,,,,,,19,",X",14.3,",X"
USW00024127,1974-11,11,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,643.5,0,0,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",15,",0",0,",0",0,",0",0,",0",2,,1,,1,,-4.4,",0,29,",0,",,0,30,+",0,",T,0,28,+",19.8,",,0,22,",16.7,",0,21,+",575,0,,,,,360.2,",0",,,,,,,,,,,,,,,,,,,,,22.8,",,,0",69.6,",X",0,",T,,0",6.33,2.21,,,",0",11.96,",,,0",0.69,",,,0",12432,",X",,,,,,,270,",X",180,",X",,,,,,,18,",X",13,",X"
USW00024127,1974-12,12,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,643.5,0,0,",0",11,",0",4,",0",0,",0",6,",0",2,",0",0,",0",27,",0",7,",0",0,",0",0,",0",13,,,,1,,-12.2,",0,23,",51,",,0,14,+",69,",,0,13,",9.9,",,0,13,",13.3,",0,03,",1148.1,0,,,,,573.1,",0",,,,,,,,,,,,,,,,,,,,,34,",,,0",43.8,",X",225,",,,0",-0.15,0.94,,,",0",3.82,",,,0",-4.13,",,,0",7590,",X",,,,,,,225,",X",315,",X",,,,,,,22.6,",X",17.9,",X"
USW00024127,1975-01,1,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,0,0,0,",0",14,",0",4,",0",0,",0",21,",0",4,",0",0,",0",28,",0",13,",0",0,",0",0,",0",12,,1,,1,,-16.1,",0,12,",102,",,0,10,",107,",,0,08,",14.2,",,0,08,",13.3,",0,26,",1795.5,0,,,,,647.4,",0",,,,,,,,,,,,,,,,,,,,,32.5,",,,0",64,",X",318,",,,0",-2.55,-0.16,,,",0",2.32,",,,0",-7.42,",,,0",11472,",X",,,,,,,270,",X",315,",X",,,,,,,20,",X",17,",X"
USW00024127,1975-02,2,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,0,0,0,",0",10,",0",5,",0",0,",0",8,",0",3,",0",0,",0",18,",0",2,",0",0,",0",0,",0",5,,1,,2,,-14.4,",0,22,",76,",,0,05,",79,",,0,21,",6.1,",,0,21,",13.9,",0,28,",2254,0,,,,,458.5,",0",,,,,,,,,,,,,,,,,,,,,31.5,",,,0",51.4,",X",200,",,,0",1.96,1.36,,,",0",6.12,",,,0",-2.2,",,,0",9240,",X",,,,,,,270,",X",270,",X",,,,,,,18,",X",13.4,",X"
USW00024127,1975-03,3,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,0,0,0,",0",17,",0",10,",0",0,",0",8,",0",5,",0",0,",0",15,",0",3,",0",0,",0",0,",0",4,,,,3,,-8.3,",0,29,",127,",,0,26,+",188,",,0,22,",20.6,",,0,22,",20,",0,19,",2666.1,0,,,,,412.1,",0",,,,,,,,,,,,,,,,,,,,,87.7,",,,0",61.6,",X",578,",,,0",5.04,0.82,,,",0",9.65,",,,0",0.43,",,,0",13590,",X",,,,,,,180,",X",135,",X",,,,,,,21.1,",X",16.1,",X"
USW00024127,1975-04,4,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,0,0,0,",0",10,",0",5,",0",1,",0",2,",0",2,",0",0,",0",9,",0",0,",0",1,",0",0,",0",2,,1,,,,-2.8,",0,26,+",152,",,0,26,",216,",,0,25,",27.7,",,0,25,",21.1,",0,24,",3012.3,0,,,,,346.2,",0",,,,,,,,,,,,,,,,,,,,,62.6,",,,0",60.1,",X",334,",,,0",6.79,-2.77,,,",0",11.89,",,,0",1.7,",,,0",14382,",X",,,,,,,135,",X",180,",X",,,,,,,19,",X",15.6,",X"
USW00024127,1975-05,5,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,4.7,0,4.7,",0",10,",0",8,",0",0,",0",1,",0",3,",0",0,",0",1,",0",0,",0",15,",0",0,",0",1,,,,1,,0,",0,25,",76,",,0,05,",102,",,0,04,",15,",,0,04,",28.9,",0,15,",3201.3,0,,,,,189,",0",,,,,,,,,,,,,,,,,,,,,65.6,",,,0",69.4,",X",191,",,,0",12.39,-2.44,,,",0",18.85,",,,0",5.93,",,,0",18756,",X",,,,,,,270,",X",225,",X",,,,,,,20.6,",X",14.8,",X"
USW00024127,1975-06,6,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,52.5,0,47.8,",0",10,",0",6,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",23,",0",4,",0",,,,,9,,6.1,",0,26,",0,",,0,30,+",0,",,0,30,+",15.2,",,0,17,",33.3,",0,30,",3253.4,0,,,,,52.1,",0",,,,,,,,,,,,,,,,,,,,,45.9,",,,0",75.2,",X",0,",,,0",18.19,-1.41,,,",0",25.54,",,,0",10.84,",,,0",20388,",X",,,,,,,315,"1,X",315,",X",,,,,,,19.5,"1,X",17.4,",X"
USW00024127,1975-07,7,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,290.6,0,238.1,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",27,",0",,,,,7,,11.7,",0,31,",0,",,0,31,+",0,",,0,31,+",5.3,",,0,30,",37.2,",0,27,+",0,0,,,,,0,",0",,,,,,,,,,,,,,,,,,,,,7.2,",,,0",84.8,",X",0,",,,0",26.01,0.98,,,",0",33.89,",,,0",18.14,",,,0",23322,",X",,,,,,,180,",X",135,",X",,,,,,,18,",X",14.3,",X"
USW00024127,1975-08,8,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,436.2,0,145.6,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",12,",0",,,,,6,,7.2,",0,25,",0,",,0,31,+",0,",,0,31,+",2,",,0,22,",37.8,",0,06,",1.1,0,,,,,1.1,",0",,,,,,,,,,,,,,,,,,,,,2.5,",,,0",84.3,",X",0,",,,0",23,-0.80,,,",0",31.35,",,,0",14.64,",,,0",21588,",X",,,,,,,180,",X",180,",X",,,,,,,25.2,",X",15.6,",X"
